idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
15293,test,noun,3,target_noun_att3_opp,pig,pigs,pig,pigs,The ducks above the nails beneath the screws between the tanks hold every,The ducks above the nail beneath the screw between the tank hold several,The ducks above the nails beneath the screws between the tanks hold every pig,The ducks above the nails beneath the screws between the tanks hold every pigs,The ducks above the nail beneath the screw between the tank hold several pigs,The ducks above the nail beneath the screw between the tank hold several pig,14,14
15294,test,noun,3,target_noun_att3_opp,bull,bulls,bull,bulls,The bulls beneath the screws between the tanks atop the switches hold one,The bulls beneath the screw between the tank atop the switch hold many,The bulls beneath the screws between the tanks atop the switches hold one bull,The bulls beneath the screws between the tanks atop the switches hold one bulls,The bulls beneath the screw between the tank atop the switch hold many bulls,The bulls beneath the screw between the tank atop the switch hold many bull,14,14
15295,test,noun,3,target_noun_att3_opp,rabbit,rabbits,rabbit,rabbits,The cows behind the pots past the jars under the cars hold one,The cows behind the pot past the jar under the car hold many,The cows behind the pots past the jars under the cars hold one rabbit,The cows behind the pots past the jars under the cars hold one rabbits,The cows behind the pot past the jar under the car hold many rabbits,The cows behind the pot past the jar under the car hold many rabbit,14,14
15296,test,noun,3,target_noun_att3_opp,rabbit,rabbits,rabbit,rabbits,The kittens behind the pots past the jars under the cars hold every,The kittens behind the pot past the jar under the car hold several,The kittens behind the pots past the jars under the cars hold every rabbit,The kittens behind the pots past the jars under the cars hold every rabbits,The kittens behind the pot past the jar under the car hold several rabbits,The kittens behind the pot past the jar under the car hold several rabbit,14,14
15297,test,noun,3,target_noun_att3_opp,kitten,kittens,kitten,kittens,The does beneath the ponds between the fences atop the rocks hold every,The does beneath the pond between the fence atop the rock hold several,The does beneath the ponds between the fences atop the rocks hold every kitten,The does beneath the ponds between the fences atop the rocks hold every kittens,The does beneath the pond between the fence atop the rock hold several kittens,The does beneath the pond between the fence atop the rock hold several kitten,14,14
15298,test,noun,3,target_noun_att3_opp,rabbit,rabbits,rabbit,rabbits,The mice beneath the beams between the braces atop the panels hold one,The mice beneath the beam between the brace atop the panel hold many,The mice beneath the beams between the braces atop the panels hold one rabbit,The mice beneath the beams between the braces atop the panels hold one rabbits,The mice beneath the beam between the brace atop the panel hold many rabbits,The mice beneath the beam between the brace atop the panel hold many rabbit,14,14
15299,test,noun,3,target_noun_att3_opp,cock,cocks,cock,cocks,The ants under the hooks by the knobs above the nails hold every,The ants under the hook by the knob above the nail hold several,The ants under the hooks by the knobs above the nails hold every cock,The ants under the hooks by the knobs above the nails hold every cocks,The ants under the hook by the knob above the nail hold several cocks,The ants under the hook by the knob above the nail hold several cock,14,14
15300,test,noun,3,target_noun_att3_opp,snake,snakes,snake,snakes,The wolves between the braces atop the panels outside the boards hold every,The wolves between the brace atop the panel outside the board hold several,The wolves between the braces atop the panels outside the boards hold every snake,The wolves between the braces atop the panels outside the boards hold every snakes,The wolves between the brace atop the panel outside the board hold several snakes,The wolves between the brace atop the panel outside the board hold several snake,14,14
15301,test,noun,3,target_noun_att3_opp,bull,bulls,bull,bulls,The cows by the sacks above the bins beneath the beams hold one,The cows by the sack above the bin beneath the beam hold many,The cows by the sacks above the bins beneath the beams hold one bull,The cows by the sacks above the bins beneath the beams hold one bulls,The cows by the sack above the bin beneath the beam hold many bulls,The cows by the sack above the bin beneath the beam hold many bull,14,14
15302,test,noun,3,target_noun_att3_opp,wolf,wolves,wolf,wolves,The does atop the panels outside the boards behind the shelves hold one,The does atop the panel outside the board behind the shelf hold many,The does atop the panels outside the boards behind the shelves hold one wolf,The does atop the panels outside the boards behind the shelves hold one wolves,The does atop the panel outside the board behind the shelf hold many wolves,The does atop the panel outside the board behind the shelf hold many wolf,14,14
15303,test,noun,3,target_noun_att3_opp,mouse,mice,mouse,mice,The bulls by the walls above the tables beneath the ponds hold every,The bulls by the wall above the table beneath the pond hold several,The bulls by the walls above the tables beneath the ponds hold every mouse,The bulls by the walls above the tables beneath the ponds hold every mice,The bulls by the wall above the table beneath the pond hold several mice,The bulls by the wall above the table beneath the pond hold several mouse,14,14
15304,test,noun,3,target_noun_att3_opp,pig,pigs,pig,pigs,The cocks between the cliffs atop the banks outside the trenches hold one,The cocks between the cliff atop the bank outside the trench hold many,The cocks between the cliffs atop the banks outside the trenches hold one pig,The cocks between the cliffs atop the banks outside the trenches hold one pigs,The cocks between the cliff atop the bank outside the trench hold many pigs,The cocks between the cliff atop the bank outside the trench hold many pig,14,14
15305,test,noun,3,target_noun_att3_opp,cock,cocks,cock,cocks,The cows behind the milestones past the thresholds under the drums hold one,The cows behind the milestone past the threshold under the drum hold many,The cows behind the milestones past the thresholds under the drums hold one cock,The cows behind the milestones past the thresholds under the drums hold one cocks,The cows behind the milestone past the threshold under the drum hold many cocks,The cows behind the milestone past the threshold under the drum hold many cock,14,14
15306,test,noun,3,target_noun_att3_opp,mouse,mice,mouse,mice,The mice between the tents atop the nests outside the buckets hold every,The mice between the tent atop the nest outside the bucket hold several,The mice between the tents atop the nests outside the buckets hold every mouse,The mice between the tents atop the nests outside the buckets hold every mice,The mice between the tent atop the nest outside the bucket hold several mice,The mice between the tent atop the nest outside the bucket hold several mouse,14,14
15307,test,noun,3,target_noun_att3_opp,duck,ducks,duck,ducks,The horses under the mirrors by the logs above the towers hold every,The horses under the mirror by the log above the tower hold several,The horses under the mirrors by the logs above the towers hold every duck,The horses under the mirrors by the logs above the towers hold every ducks,The horses under the mirror by the log above the tower hold several ducks,The horses under the mirror by the log above the tower hold several duck,14,14
