idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
5088,test,verb,3,target_verb_att3_opp,duck,ducks,searches,search,The shy duck atop the posts opposite the doors alongside the baskets,The shy ducks atop the post opposite the door alongside the basket,The shy duck atop the posts opposite the doors alongside the baskets searches,The shy duck atop the posts opposite the doors alongside the baskets search,The shy ducks atop the post opposite the door alongside the basket search,The shy ducks atop the post opposite the door alongside the basket searches,13,13,4ba2bb4a-54d8-4be9-a9ea-21643da08e46,262f8a4e-df91-4b8b-8e88-bc63ace76533,f1785665-2589-4b94-9e48-839f2ad3b941
5089,test,verb,3,target_verb_att3_opp,worm,worms,is,are,The clever worm atop the straps opposite the heaps alongside the pens,The clever worms atop the strap opposite the heap alongside the pen,The clever worm atop the straps opposite the heaps alongside the pens is,The clever worm atop the straps opposite the heaps alongside the pens are,The clever worms atop the strap opposite the heap alongside the pen are,The clever worms atop the strap opposite the heap alongside the pen is,13,13,b0344216-8fda-4761-919d-f64edeb1c55a,efba3593-5dc1-44d0-a74a-81248e180420,6bdd88db-c8ce-403f-a1d0-ca740f0e041e
5090,test,verb,3,target_verb_att3_opp,bee,bees,is,are,The strange bee near the gates beside the fences under the lamps,The strange bees near the gate beside the fence under the lamp,The strange bee near the gates beside the fences under the lamps is,The strange bee near the gates beside the fences under the lamps are,The strange bees near the gate beside the fence under the lamp are,The strange bees near the gate beside the fence under the lamp is,13,13,3460da05-7f6c-4b13-9ebf-3aaf8dd61137,fed6f745-5567-4a1c-847c-52cb6bcf7cf6,b375edd3-00fb-4354-b8ce-64a799762d2b
5091,test,verb,3,target_verb_att3_opp,ray,rays,waits,wait,The round ray atop the straps opposite the heaps alongside the pens,The round rays atop the strap opposite the heap alongside the pen,The round ray atop the straps opposite the heaps alongside the pens waits,The round ray atop the straps opposite the heaps alongside the pens wait,The round rays atop the strap opposite the heap alongside the pen wait,The round rays atop the strap opposite the heap alongside the pen waits,13,13,6f323ebd-0bde-4786-9ae7-af069df2921a,d8590fd9-10de-44a4-af8e-3e76c46ca69c,a6bfdc75-9f72-4528-a0fc-5ae35b6ef07d
5092,test,verb,3,target_verb_att3_opp,wolf,wolves,threads,thread,The wary wolf beside the roots under the cliffs by the slopes,The wary wolves beside the root under the cliff by the slope,The wary wolf beside the roots under the cliffs by the slopes threads,The wary wolf beside the roots under the cliffs by the slopes thread,The wary wolves beside the root under the cliff by the slope thread,The wary wolves beside the root under the cliff by the slope threads,13,13,f384e71e-e3dd-4610-a8d7-cc49183dd68a,a772f78a-4f6c-470a-91fe-2be304ae4df8,82be2046-3983-4e01-bd6b-c04ebad2e20b
5093,test,verb,3,target_verb_att3_opp,calf,calves,sits,sit,The graceful calf below the locks between the jars atop the trees,The graceful calves below the lock between the jar atop the tree,The graceful calf below the locks between the jars atop the trees sits,The graceful calf below the locks between the jars atop the trees sit,The graceful calves below the lock between the jar atop the tree sit,The graceful calves below the lock between the jar atop the tree sits,13,13,18ab86ec-c2b9-43df-8a22-35a4b80097ec,173bab67-6378-427f-bde6-be446c455cec,0eb68ce0-5261-458f-a0bc-a2df0b2890b1
5094,test,verb,3,target_verb_att3_opp,cat,cats,is,are,The tiny cat between the cords atop the straps opposite the heaps,The tiny cats between the cord atop the strap opposite the heap,The tiny cat between the cords atop the straps opposite the heaps is,The tiny cat between the cords atop the straps opposite the heaps are,The tiny cats between the cord atop the strap opposite the heap are,The tiny cats between the cord atop the strap opposite the heap is,13,13,5f859e6b-a026-4a34-a84a-a23ef3ccc84c,7fcaf795-c87a-405d-a2ba-0e640d35c9f9,13e9d080-e3cb-4fb8-893f-e2970cc112c0
5095,test,verb,3,target_verb_att3_opp,worm,worms,is,are,The round worm by the braces above the panels below the boards,The round worms by the brace above the panel below the board,The round worm by the braces above the panels below the boards is,The round worm by the braces above the panels below the boards are,The round worms by the brace above the panel below the board are,The round worms by the brace above the panel below the board is,13,13,87b2db52-ed37-4057-a149-842b29fd2f99,cbb52215-e83e-4408-9bd1-3070dd9ab890,d32ddcf9-a4e0-4fcc-b6f9-a6327255742f
5096,test,verb,3,target_verb_att3_opp,spider,spiders,is,are,The restless spider above the sofas below the mirrors between the bushes,The restless spiders above the sofa below the mirror between the bush,The restless spider above the sofas below the mirrors between the bushes is,The restless spider above the sofas below the mirrors between the bushes are,The restless spiders above the sofa below the mirror between the bush are,The restless spiders above the sofa below the mirror between the bush is,13,13,c0edf4eb-67cd-49dd-b017-cf3450be66fc,9a5f751e-5a11-4b13-ac8e-914284705f9d,12199e78-e96a-49b3-8d08-ca2c8a983bd9
5097,test,verb,3,target_verb_att3_opp,mouse,mice,is,are,The clever mouse opposite the heaps alongside the pens near the bulbs,The clever mice opposite the heap alongside the pen near the bulb,The clever mouse opposite the heaps alongside the pens near the bulbs is,The clever mouse opposite the heaps alongside the pens near the bulbs are,The clever mice opposite the heap alongside the pen near the bulb are,The clever mice opposite the heap alongside the pen near the bulb is,13,13,7f30a438-0537-4260-a2a0-a462d3f59bfa,6d168728-1db5-41b8-bbc8-801c2c7065fd,eb010e49-a033-45b8-85df-df94c3a3b71c
5098,test,verb,3,target_verb_att3_opp,bull,bulls,is,are,The round bull alongside the knobs near the hinges beside the nails,The round bulls alongside the knob near the hinge beside the nail,The round bull alongside the knobs near the hinges beside the nails is,The round bull alongside the knobs near the hinges beside the nails are,The round bulls alongside the knob near the hinge beside the nail are,The round bulls alongside the knob near the hinge beside the nail is,13,13,cf2e8f07-3a49-4ca4-9d9c-f449faa173db,a3865fc6-5bd9-4d3c-9b40-e7e40e4e007a,9b3b1cc7-fdc8-44bf-85e5-82d0db7c538d
5099,test,verb,3,target_verb_att3_opp,bird,birds,is,are,The fierce bird below the boards between the shelves atop the racks,The fierce birds below the board between the shelf atop the rack,The fierce bird below the boards between the shelves atop the racks is,The fierce bird below the boards between the shelves atop the racks are,The fierce birds below the board between the shelf atop the rack are,The fierce birds below the board between the shelf atop the rack is,13,13,08dc3642-6bad-44ea-9ea6-e3693d4d99d7,71b5f40f-f834-4683-bf01-6efa484f0a76,985dc3a8-f96b-4926-8af2-de330350afd4
5100,test,verb,3,target_verb_att3_opp,goat,goats,sleeps,sleep,The wary goat below the boards between the shelves atop the racks,The wary goats below the board between the shelf atop the rack,The wary goat below the boards between the shelves atop the racks sleeps,The wary goat below the boards between the shelves atop the racks sleep,The wary goats below the board between the shelf atop the rack sleep,The wary goats below the board between the shelf atop the rack sleeps,13,13,b188da87-e037-4e0d-9360-415b548a122c,7c48dc53-6d0f-49f1-a00e-4c8f93b9848d,9a056544-96eb-48d8-a3a0-e3b80fa5cc8c
5101,test,verb,3,target_verb_att3_opp,bird,birds,is,are,The graceful bird near the bulbs beside the roots under the cliffs,The graceful birds near the bulb beside the root under the cliff,The graceful bird near the bulbs beside the roots under the cliffs is,The graceful bird near the bulbs beside the roots under the cliffs are,The graceful birds near the bulb beside the root under the cliff are,The graceful birds near the bulb beside the root under the cliff is,13,13,af254f56-d61d-42d9-b345-b21ea1ba56dc,d03b6566-67c8-4b44-8803-72a2532b4a82,780b6031-60fc-44fc-b13d-651e7fdcd5f7
5102,test,verb,3,target_verb_att3_opp,puppy,puppies,picks,pick,The sturdy puppy opposite the hooks alongside the knobs near the hinges,The sturdy puppies opposite the hook alongside the knob near the hinge,The sturdy puppy opposite the hooks alongside the knobs near the hinges picks,The sturdy puppy opposite the hooks alongside the knobs near the hinges pick,The sturdy puppies opposite the hook alongside the knob near the hinge pick,The sturdy puppies opposite the hook alongside the knob near the hinge picks,13,13,93282dc3-a472-4515-a264-0bfbff11a321,c76698ca-a291-474f-9d72-26db9c4789e2,45544813-c32b-4873-b0ca-1f03a8d2665e
5103,test,verb,3,target_verb_att3_opp,cat,cats,tastes,taste,The tiny cat opposite the poles alongside the buckets near the sacks,The tiny cats opposite the pole alongside the bucket near the sack,The tiny cat opposite the poles alongside the buckets near the sacks tastes,The tiny cat opposite the poles alongside the buckets near the sacks taste,The tiny cats opposite the pole alongside the bucket near the sack taste,The tiny cats opposite the pole alongside the bucket near the sack tastes,13,13,b68dbc74-8ddc-4ba0-933e-4b80434f2254,f7579c50-8242-406c-a59c-a51f989c53c3,51638fa2-8b1b-4203-ba8d-3c2ce88cd4c7
5104,test,verb,3,target_verb_att3_opp,bird,birds,spins,spin,The tiny bird above the wires below the ropes between the cords,The tiny birds above the wire below the rope between the cord,The tiny bird above the wires below the ropes between the cords spins,The tiny bird above the wires below the ropes between the cords spin,The tiny birds above the wire below the rope between the cord spin,The tiny birds above the wire below the rope between the cord spins,13,13,650f8f4d-fa17-4a94-988d-d7a7345af569,16ca44d6-573c-41f4-90a8-629aabc1e17a,12f61b84-45f7-4441-87a9-2d6ef607c2a6
5105,test,verb,3,target_verb_att3_opp,pig,pigs,presses,press,The tiny pig above the wires below the ropes between the cords,The tiny pigs above the wire below the rope between the cord,The tiny pig above the wires below the ropes between the cords presses,The tiny pig above the wires below the ropes between the cords press,The tiny pigs above the wire below the rope between the cord press,The tiny pigs above the wire below the rope between the cord presses,13,13,66a03759-236d-4294-a93d-8b207166f23f,17dd4690-661c-40f2-9094-1e72944aa414,7ca3ce9c-7c7e-45a8-9794-22a32edd026c
5106,test,verb,3,target_verb_att3_opp,calf,calves,enters,enter,The spotted calf above the posts below the doors between the baskets,The spotted calves above the post below the door between the basket,The spotted calf above the posts below the doors between the baskets enters,The spotted calf above the posts below the doors between the baskets enter,The spotted calves above the post below the door between the basket enter,The spotted calves above the post below the door between the basket enters,13,13,2dce2060-feee-453a-8ebf-0cfa172893bd,687537ad-1701-4abe-97da-08a77ecf485c,bcaeafc8-2a1e-427e-984c-c52b1e39f1c8
5107,test,verb,3,target_verb_att3_opp,bird,birds,returns,return,The restless bird near the pillars beside the wells under the cabinets,The restless birds near the pillar beside the well under the cabinet,The restless bird near the pillars beside the wells under the cabinets returns,The restless bird near the pillars beside the wells under the cabinets return,The restless birds near the pillar beside the well under the cabinet return,The restless birds near the pillar beside the well under the cabinet returns,13,13,7eb587b3-2465-4294-8600-b13e186ab4fb,155c9f30-4ad2-46c5-ba05-59ab5f2b6496,f1b553aa-e247-470a-8eac-81c40b7ff688
5108,test,verb,3,target_verb_att3_opp,duck,ducks,sleeps,sleep,The tiny duck under the bridges by the gates above the fences,The tiny ducks under the bridge by the gate above the fence,The tiny duck under the bridges by the gates above the fences sleeps,The tiny duck under the bridges by the gates above the fences sleep,The tiny ducks under the bridge by the gate above the fence sleep,The tiny ducks under the bridge by the gate above the fence sleeps,13,13,8ec7e783-4ebc-407b-b338-67633db43682,535d5d0b-c79b-4f8e-9a8e-950db27c338f,c566fbee-a8f8-41f6-ba96-03e05e5031c8
5109,test,verb,3,target_verb_att3_opp,bird,birds,is,are,The wary bird near the hinges beside the nails under the switches,The wary birds near the hinge beside the nail under the switch,The wary bird near the hinges beside the nails under the switches is,The wary bird near the hinges beside the nails under the switches are,The wary birds near the hinge beside the nail under the switch are,The wary birds near the hinge beside the nail under the switch is,13,13,1812e111-06eb-413e-abf0-47340b10abeb,16d5d836-57ff-4ea1-b0e6-4c8d31136359,08135cad-eef6-4adf-8629-a843939388dd
5110,test,verb,3,target_verb_att3_opp,mouse,mice,follows,follow,The gentle mouse near the sacks beside the bins under the beams,The gentle mice near the sack beside the bin under the beam,The gentle mouse near the sacks beside the bins under the beams follows,The gentle mouse near the sacks beside the bins under the beams follow,The gentle mice near the sack beside the bin under the beam follow,The gentle mice near the sack beside the bin under the beam follows,13,13,54efc5a1-8987-408a-ab64-6329427e2e49,65351d4d-d8c0-497b-95c5-497d914844c9,4cd45f61-70e0-4607-9ed1-e950454e5591
