idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
2434,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The tiny [wug] between the baskets atop the pillars opposite the wells,The tiny [wugs] between the basket atop the pillar opposite the well,The tiny [wug] between the baskets atop the pillars opposite the wells is,The tiny [wug] between the baskets atop the pillars opposite the wells are,The tiny [wugs] between the basket atop the pillar opposite the well are,The tiny [wugs] between the basket atop the pillar opposite the well is,16,16,08ebaea2-be86-4c8e-a5f5-3b3629dcaf28,ce108db9-113e-429b-aea8-447efa1c25e8,3c9c8fe7-f681-4b5c-9b56-f017cc446d53
2435,test,verb,3,target_verb_att3_opp,[wug],[wugs],recognizes,recognize,The strange [wug] alongside the beams near the braces beside the panels,The strange [wugs] alongside the beam near the brace beside the panel,The strange [wug] alongside the beams near the braces beside the panels recognizes,The strange [wug] alongside the beams near the braces beside the panels recognize,The strange [wugs] alongside the beam near the brace beside the panel recognize,The strange [wugs] alongside the beam near the brace beside the panel recognizes,16,16,ac726ac4-2436-42ec-b2d6-b2b5d4cb5a3b,96de3ce1-3968-4b21-8dab-902f8bba1104,0c625cc8-9fe0-4ef0-b3a5-bf05980e631e
2436,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The tiny [wug] below the nails between the switches atop the sockets,The tiny [wugs] below the nail between the switch atop the socket,The tiny [wug] below the nails between the switches atop the sockets is,The tiny [wug] below the nails between the switches atop the sockets are,The tiny [wugs] below the nail between the switch atop the socket are,The tiny [wugs] below the nail between the switch atop the socket is,16,16,7723f2e1-7016-46fb-9819-e731b4ece15a,855f52c0-92b1-4bf9-a118-f58bbf169749,51fab714-dc9e-49a4-8682-8479134473e5
2437,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The graceful [wug] alongside the cabinets near the desks beside the sofas,The graceful [wugs] alongside the cabinet near the desk beside the sofa,The graceful [wug] alongside the cabinets near the desks beside the sofas is,The graceful [wug] alongside the cabinets near the desks beside the sofas are,The graceful [wugs] alongside the cabinet near the desk beside the sofa are,The graceful [wugs] alongside the cabinet near the desk beside the sofa is,16,16,c36e15bc-3b9b-4783-b1c0-dbc8c7401e97,d074b16c-5855-436a-aed2-2e5e2038d5b5,7e18915b-f976-4e07-92d8-3d35225b740d
2438,test,verb,3,target_verb_att3_opp,[wug],[wugs],taps,tap,The curious [wug] between the bushes atop the tents opposite the poles,The curious [wugs] between the bush atop the tent opposite the pole,The curious [wug] between the bushes atop the tents opposite the poles taps,The curious [wug] between the bushes atop the tents opposite the poles tap,The curious [wugs] between the bush atop the tent opposite the pole tap,The curious [wugs] between the bush atop the tent opposite the pole taps,16,16,da8062bd-0fb6-446f-bdca-13da445f7b60,f84fa212-b94f-49b0-af81-3d5c121c04fe,2337553c-fd44-44c9-b588-fc58452987b6
2439,test,verb,3,target_verb_att3_opp,[wug],[wugs],cleans,clean,The curious [wug] alongside the poles near the buckets beside the sacks,The curious [wugs] alongside the pole near the bucket beside the sack,The curious [wug] alongside the poles near the buckets beside the sacks cleans,The curious [wug] alongside the poles near the buckets beside the sacks clean,The curious [wugs] alongside the pole near the bucket beside the sack clean,The curious [wugs] alongside the pole near the bucket beside the sack cleans,16,16,165f468b-141e-4ae6-add8-36dcd6fd0074,641e0222-09e1-4ac8-9605-932c4f76f516,6eab52fe-6981-4195-b48a-32a1b3f9d22e
2440,test,verb,3,target_verb_att3_opp,[wug],[wugs],challenges,challenge,The lively [wug] atop the sheds opposite the posts alongside the doors,The lively [wugs] atop the shed opposite the post alongside the door,The lively [wug] atop the sheds opposite the posts alongside the doors challenges,The lively [wug] atop the sheds opposite the posts alongside the doors challenge,The lively [wugs] atop the shed opposite the post alongside the door challenge,The lively [wugs] atop the shed opposite the post alongside the door challenges,16,16,6e5ac907-8bf8-45c7-86cd-7e7b58f8e227,8a3844fc-db56-4993-8db0-c04fa010fa95,8b5cd795-1fee-41a3-a410-477734936897
2441,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The graceful [wug] beside the wells under the cabinets by the desks,The graceful [wugs] beside the well under the cabinet by the desk,The graceful [wug] beside the wells under the cabinets by the desks is,The graceful [wug] beside the wells under the cabinets by the desks are,The graceful [wugs] beside the well under the cabinet by the desk are,The graceful [wugs] beside the well under the cabinet by the desk is,16,16,daa82dbd-1e2a-474c-854e-6d223b0c6eb3,665333a3-813d-488f-b7cf-608addc4e4b2,2a9b9fc2-1f4a-4b89-9e1e-92bbdbb64097
2442,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The spotted [wug] near the desks beside the sofas under the mirrors,The spotted [wugs] near the desk beside the sofa under the mirror,The spotted [wug] near the desks beside the sofas under the mirrors is,The spotted [wug] near the desks beside the sofas under the mirrors are,The spotted [wugs] near the desk beside the sofa under the mirror are,The spotted [wugs] near the desk beside the sofa under the mirror is,16,16,6981dd57-2d56-40c4-8df2-c1494dcff15c,592a25a9-1d61-4aff-beef-7e9e7240f6c1,c13c605b-8608-4808-b200-146e2fbdf3f0
2443,test,verb,3,target_verb_att3_opp,[wug],[wugs],waits,wait,The round [wug] below the locks between the jars atop the trees,The round [wugs] below the lock between the jar atop the tree,The round [wug] below the locks between the jars atop the trees waits,The round [wug] below the locks between the jars atop the trees wait,The round [wugs] below the lock between the jar atop the tree wait,The round [wugs] below the lock between the jar atop the tree waits,16,16,4ddee16a-8bfa-49b4-995d-eae269acb179,439cfa56-e7a8-460f-80cc-4ee066e139e6,1a996b16-e19e-4277-9a5f-e2d0465e3a51
2444,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The bold [wug] below the ropes between the cords atop the straps,The bold [wugs] below the rope between the cord atop the strap,The bold [wug] below the ropes between the cords atop the straps is,The bold [wug] below the ropes between the cords atop the straps are,The bold [wugs] below the rope between the cord atop the strap are,The bold [wugs] below the rope between the cord atop the strap is,16,16,968e68c7-2a3c-48c6-adf7-02eeb96b6c80,eff1b6bf-5f0d-4ff3-902b-7dffd4bd06d9,a19100a9-1eb4-47dc-ad16-f65732f8c931
2445,test,verb,3,target_verb_att3_opp,[wug],[wugs],banks,bank,The tiny [wug] alongside the lamps near the sheds beside the posts,The tiny [wugs] alongside the lamp near the shed beside the post,The tiny [wug] alongside the lamps near the sheds beside the posts banks,The tiny [wug] alongside the lamps near the sheds beside the posts bank,The tiny [wugs] alongside the lamp near the shed beside the post bank,The tiny [wugs] alongside the lamp near the shed beside the post banks,16,16,365e8439-32a2-49c8-97a2-a8c193ed0cfd,b29cf4db-3af0-45ad-a0d3-bf4fcce847aa,b8a744e7-49ac-427d-a43d-d06af76e1dbc
2446,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The round [wug] atop the bushes opposite the tents alongside the poles,The round [wugs] atop the bush opposite the tent alongside the pole,The round [wug] atop the bushes opposite the tents alongside the poles is,The round [wug] atop the bushes opposite the tents alongside the poles are,The round [wugs] atop the bush opposite the tent alongside the pole are,The round [wugs] atop the bush opposite the tent alongside the pole is,16,16,721bc220-28f8-4679-8172-70d6317b344e,55f3a39c-21a5-4d43-b70b-4864fb41a2b2,f644ecaf-2e76-461b-9b11-56a0a85ad01b
2447,test,verb,3,target_verb_att3_opp,[wug],[wugs],circles,circle,The clever [wug] by the beams above the braces below the panels,The clever [wugs] by the beam above the brace below the panel,The clever [wug] by the beams above the braces below the panels circles,The clever [wug] by the beams above the braces below the panels circle,The clever [wugs] by the beam above the brace below the panel circle,The clever [wugs] by the beam above the brace below the panel circles,16,16,f2fdce05-927b-4f0f-ae6e-1b509924a1c4,6b2ca614-1a61-4592-8f54-2c88218a1351,63653d51-a8a9-44cb-aa12-c8872e680af7
2448,test,verb,3,target_verb_att3_opp,[wug],[wugs],lifts,lift,The lively [wug] above the sheds below the posts between the doors,The lively [wugs] above the shed below the post between the door,The lively [wug] above the sheds below the posts between the doors lifts,The lively [wug] above the sheds below the posts between the doors lift,The lively [wugs] above the shed below the post between the door lift,The lively [wugs] above the shed below the post between the door lifts,16,16,98e62e94-1629-4294-9929-55af2ae257b3,b4c11c23-d627-451e-94c4-63576f04ffde,ab548b43-0d07-402d-881b-47a827d9fe9b
2449,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The lively [wug] below the boards between the shelves atop the racks,The lively [wugs] below the board between the shelf atop the rack,The lively [wug] below the boards between the shelves atop the racks is,The lively [wug] below the boards between the shelves atop the racks are,The lively [wugs] below the board between the shelf atop the rack are,The lively [wugs] below the board between the shelf atop the rack is,16,16,5869109b-31d7-497a-80d5-ef4dd80205d3,aa23a7db-1e95-44d6-b785-f8bc0574776c,e75ec01c-bd9e-4e5f-8c55-8239bb14a87d
2450,test,verb,3,target_verb_att3_opp,[wug],[wugs],slips,slip,The strange [wug] alongside the hooks near the knobs beside the hinges,The strange [wugs] alongside the hook near the knob beside the hinge,The strange [wug] alongside the hooks near the knobs beside the hinges slips,The strange [wug] alongside the hooks near the knobs beside the hinges slip,The strange [wugs] alongside the hook near the knob beside the hinge slip,The strange [wugs] alongside the hook near the knob beside the hinge slips,16,16,6477ecf4-d4c3-41b5-a629-9a57f1a4adff,4b1cb564-ad6f-496b-8bec-a4988a767bcd,7015d477-1a2a-48ad-994e-fee61c452f3a
2451,test,verb,3,target_verb_att3_opp,[wug],[wugs],marches,march,The round [wug] under the sofas by the mirrors above the bushes,The round [wugs] under the sofa by the mirror above the bush,The round [wug] under the sofas by the mirrors above the bushes marches,The round [wug] under the sofas by the mirrors above the bushes march,The round [wugs] under the sofa by the mirror above the bush march,The round [wugs] under the sofa by the mirror above the bush marches,16,16,a77c580a-0781-4e4b-8eeb-a4258d52e1b0,7984f0c8-6951-4637-9b71-dedcbba2d2ce,1b8fc7d1-ae96-4258-a2d4-ad7b12e4dc13
2452,test,verb,3,target_verb_att3_opp,[wug],[wugs],sings,sing,The fierce [wug] atop the cords opposite the straps alongside the heaps,The fierce [wugs] atop the cord opposite the strap alongside the heap,The fierce [wug] atop the cords opposite the straps alongside the heaps sings,The fierce [wug] atop the cords opposite the straps alongside the heaps sing,The fierce [wugs] atop the cord opposite the strap alongside the heap sing,The fierce [wugs] atop the cord opposite the strap alongside the heap sings,16,16,3be70d21-179b-4108-b1fa-de5a367e8bec,f1556cec-4603-4fee-9337-af8ac9d5114e,16e0bd38-f118-45e4-a3ff-731aada0841c
2453,test,verb,3,target_verb_att3_opp,[wug],[wugs],waits,wait,The curious [wug] by the baskets above the pillars below the wells,The curious [wugs] by the basket above the pillar below the well,The curious [wug] by the baskets above the pillars below the wells waits,The curious [wug] by the baskets above the pillars below the wells wait,The curious [wugs] by the basket above the pillar below the well wait,The curious [wugs] by the basket above the pillar below the well waits,16,16,d03789a9-ba47-4bfa-95fc-c7daf4df2fe0,5139494d-8cb6-4edb-8416-fa16201b1c51,f6c372a2-3b40-4c8a-943b-6b35906c94ca
2454,test,verb,3,target_verb_att3_opp,[wug],[wugs],enters,enter,The shy [wug] above the desks below the sofas between the mirrors,The shy [wugs] above the desk below the sofa between the mirror,The shy [wug] above the desks below the sofas between the mirrors enters,The shy [wug] above the desks below the sofas between the mirrors enter,The shy [wugs] above the desk below the sofa between the mirror enter,The shy [wugs] above the desk below the sofa between the mirror enters,16,16,87f89ee8-e4a8-4362-b039-a137ac7c6e18,5e3f9d9c-97cf-4ae9-a263-2185f9507865,3dbdf389-41a0-4d02-8635-9ec81110233d
2455,test,verb,3,target_verb_att3_opp,[wug],[wugs],brushes,brush,The curious [wug] by the shelves above the racks below the hooks,The curious [wugs] by the shelf above the rack below the hook,The curious [wug] by the shelves above the racks below the hooks brushes,The curious [wug] by the shelves above the racks below the hooks brush,The curious [wugs] by the shelf above the rack below the hook brush,The curious [wugs] by the shelf above the rack below the hook brushes,16,16,3e575642-dc64-4fa6-b661-f9b98b870268,447a6a41-6309-4988-982a-3fcb3b4dcf5b,f5be0ccd-5075-48d1-a372-33ce6ab57918
2456,test,verb,3,target_verb_att3_opp,[wug],[wugs],is,are,The lively [wug] beside the racks under the hooks by the knobs,The lively [wugs] beside the rack under the hook by the knob,The lively [wug] beside the racks under the hooks by the knobs is,The lively [wug] beside the racks under the hooks by the knobs are,The lively [wugs] beside the rack under the hook by the knob are,The lively [wugs] beside the rack under the hook by the knob is,16,16,78e94718-f214-4154-8755-7777c67946a8,ae6d2d4d-3e22-44a0-82a7-1a65043d3e22,eed1c313-0972-4114-9ac5-c93b19524168
2457,test,verb,3,target_verb_att3_opp,[wug],[wugs],spills,spill,The curious [wug] under the boards by the shelves above the racks,The curious [wugs] under the board by the shelf above the rack,The curious [wug] under the boards by the shelves above the racks spills,The curious [wug] under the boards by the shelves above the racks spill,The curious [wugs] under the board by the shelf above the rack spill,The curious [wugs] under the board by the shelf above the rack spills,16,16,0cf295c1-ed5c-415a-bfd1-597e854424b9,ed23a482-7b27-4939-9832-39004e97b7ff,11af9b0b-3380-4995-bf95-aa4de9dd8938
